,MarketName,Website,city,x,y,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
7142,The Osage Mercado,http://www.osagemercado.org,Denver,-105.006,39.7328,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7143,The Palmetto Bay Marketplace,http://www.themarketcompany.org,Miami,-80.3487,25.6083,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7144,The Paradise Market,http://www.paradisemarket.org,Paradise,-111.835778,41.568349,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N
7145,The Pass Market,,Pass Christian,-89.2393345,30.3169726,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N
7146,The Petaluma East Side Farmers' Market,http://www.communityfarmersmarkets.com,Petaluma,-122.631204,38.252349,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
7147,The Porch Farmers' Market at 30th Street Station,http://www.farmtocity.org/FarmersMarkets.asp,Philadelphia,-75.182983,39.95535,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
7148,The Regency Greenmarket,http://www.thegreenmarkets.com,Jacksonville,-81.5501,30.3372,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7149,The Rock Ranch Produce,http://www.therockranch.com,The Rock,-84.2304,32.9647,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N
7150,The Serbian Sun Market,http://www.localharvest.org/the-serbian-sun-market-M59548,Weirton,-80.5351,40.383,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7151,the Serenbe Farmers & Artists Market,http://www.serenbefarms.com/food/market,Chattahoochee Hills,-84.7631,33.548,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7152,The South Kona Green Market,http://www.skgm.org,Captain Cook,-155.91101,19.489888,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
7153,The South of the James Market,http://www.growrva.com,Richmond,-77.47660698,37.5209206,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
7154,The Surfside Marketplace,http://www.themarketcompany.org,Miami,-80.1226,25.8853,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7155,"The Tanger Outlets at the Arches Farmers Market in Deer Park, NY",http://www.tangeroutlet.com/deerpark,Deer Park,-73.304075,40.764592,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y
7156,The Territory Farmers' Market,,Galena,-90.315,42.40476,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
7157,THE TIGARD AREA FARMERS MARKET,http://www.tigardfarmersmarket.com,TIGARD,-122.763,45.4348,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N
7158,The Trenton Farmers Market,http://www.thetrentonfarmersmarket.com,Trenton,-74.7515,40.24289,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
7159,The Troy Farmer's Market,,Troy,-76.787189,41.786,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,N
7160,The Troy Growers Market,http://www.localharvest.org/the-troy-growers-market-M49388,Troy,-73.6905,42.7323,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7161,The University Hospital Auxiliarys Farmers Market,,Newark,-74.1924,40.74,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7162,The University of Scranton Farmer's Market,http://www.scranton.edu/studentlife/studentaffairs/employee-wellness/index.shtml,Scranton,-75.6638,41.4044,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7163,The Villa Rica Farmers Market @ The Mill,,Villa Rica,-84.917227,33.731758,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,N
7164,The Village Farmers Market,,Traverse City,-85.6448,44.758,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
7165,The Villages Farmers Markets,,The Villages,-82.0037608,28.927019,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
7166,The Virginia Beach Farmers Market,http://www.vbgov.com/farmersmarket,Virginia Beach,-76.09122,36.77684,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
7167,The Virginia Grown Farmers Market at the Olde Dominion Agriculture Complex,,Chatham,-79.4034881,36.8655677,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y
7168,The Warrington Farmers' Market at Valley Square,http://www.shopvalleysquare.com,Warrington,-75.1386,40.2295,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7169,The West River Farmers Market,http://www.westriverfarmersmarket.com,Londonderry,-72.808105,43.226776,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
7170,The Wild Ramp,http://www.wildramp.org/?,Huntington,-82.439875,38.423301,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
7171,The Wilmington Farmers' Market,,Wilmington,-72.852907,42.859896,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N
7172,The Windmill Farm,http://www.thewindmill.com,Penn Yan,-77.036,42.576971,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
7173,The Windsor Farmers Market I,http://www.thewindsorfarmersmarket.com,Windsor,-104.919,40.4824,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7174,The Windsor Farmers Market II,http://www.thewindsorfarmersmarket.com,Windsor,-104.908,40.4654,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7175,The Woodland Farmers Market,http://www.thewoodlandfarmersmarket.org,Woodland,-121.773297,38.678516,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N
7176,The Woodland Farmers Market at Woodland Healthcare,http://www.thewoodlandfarmersmarket.org,Woodland,-121.793409,38.663099,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N
7177,The Woodward Farmers' Market Association,http://www.woodwardfarmersmarket.com/,Woodward,-99.3958,36.4315,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7178,The Y Farmers Market,,Johnson City,-75.9782,42.1162,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7179,The Yard Project,http://www.theyardproject.com/articulture,Webstere,-71.71669,43.331047,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y
7180,THEmart ~ Thrift & Farmer's Market,http://www.thesewellmill.org,Bremen,-85.146665,33.721895,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
7181,Thermopolis Farmers Market,,Thermopolis,-108.21,43.6461,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7182,Thibodaux Main Street Farmers Market,,Thibodaux,-90.8244119,29.7958386,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y
7183,Thief River Falls Farmers Market,http://www.trfchamber.com,Thief River Falls,-96.1809,48.1172,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N
7184,Thiensville Village Market,http://www.village.thiensville.wi.us/index.aspx?nid=373,Thiensville,-87.978892,43.23184,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
7185,Third Street Market,,Leesville,-93.261,31.1395,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7186,Third Street South Farmers Market,http://www.thirdstreetsouth.com,Naples,-81.802794,26.131035,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N
7187,Thomaston Farmers Market,,Thomaston,-87.6255,32.2666,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7188,Thomaston Farmers Market,,Thomaston,-73.1035,41.7044,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7189,Thomasville Farmers Market,,Thomasville,-80.0811,35.885,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7190,Thomasville State Farmers Market,,Thomasville,-83.9714,30.8355,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
7191,Thompson Falls Farmers Market LLC,http://www.facebook.com/thompsonfallsmarket,Thompson Falls,-115.343032,47.593713,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
7192,Thompson's Station Farmers Market,http://www.outdoorencounter.org,Thompson's Station,-86.906451,35.798165,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
7193,Thornton Village Farmers Market,,Cheyney,-75.5129,39.9055,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7194,Thorp Farmer's Market,,Thorp,-90.79829,44.958998,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N
7195,Thousand Oaks Certified Farmers' Market,http://www.vccfarmersmarkets.com,Thousand Oaks,-118.88384,34.180508,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7196,Three Oaks Farmers Market,http://www.3oaksfarmersmarket.com,Three Oaks,-86.614993,41.800475,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N
7197,Three Rivers Farmers Market,http://www.threeriversmi.org,Three Rivers,-85.6345,41.9431,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
7198,Throgs Neck Market,http://www.harvesthomefm.org,Bronx,-73.825483,40.822424,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
7199,Thunder Ridge Farmers Market,,Cedar Falls,-92.4458,42.5379,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7200,Thurmont First Main Street Farmers Market,http://www.ThurmontFirst.com,Thurmont,-77.40258026,39.62409973,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
7201,Thursday Afternoon Farmers Market,,Torrington,-104.145,42.0455,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7202,Thursday Marin Farmers Market,http://www.agriculturalinstitute.org,San Rafael,-122.533543,38.002419,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
7203,Thursday Market at the Ville,http://www.facebook.com/thursdaymarket?sk=info,Wilsonville,-122.795,45.3124,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7204,Thursrsday Nite Farmers' Market (Belton),http://www.mainstbelton.com,Belton,-94.5336,38.8128,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7205,TICONDEROGA FARMERS MARKET,http://www.ticonderogany.com,TICONDEROGA,-73.4355,43.8478,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7206,Tierra Amarilla: Jardines del Norte Farmers Market,,Tierra Amarilla,-106.552,36.6385,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7207,Tillamook Farmers' Market,http://www.tillamookfarmersmarket.com,Tillamook,-123.842072,45.457054,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y
7208,Tilton Farmers' Market,http://www.tiltonfarmersmarket.com,Tilton Northfield,-71.595444,43.442256,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
7209,Timothy's Farmers Market,,Bowersville,-83.7243,39.5805,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7210,Tinley Park Farmers Market,,Tinley Park,-87.7833,41.575,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7211,Tioga Farmers Market,,Tioga,-102.929,48.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7212,Tioga Monday Market,http://www.tiogamondaymarket.com,Gainesville,-82.4816,29.6487,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7213,Tionesta Farmers Market,,Tionesta,-79.4564,41.4962,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7214,Tipton County Farmer's Market,,Tipton,-86.0401,40.282,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7215,Tipton Farmers Market Association,,Tipton,-91.1284,41.7694,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7216,Tiri's Garden Farmers' Market,http://www.concertforkids.org,Denver,-104.992,39.7443,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7217,Tisbury Farm Market,,Vineyard Haven,-70.6142,41.4478,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7218,Titusville Open-Air Market,,Titusville,-79.671449,41.626833,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N
7219,TJ's Farmers Market,,Hector,-76.8763,42.5308,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7220,Todd County Farmer's Market,,Elkton,-87.151925,36.809325,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
7221,Toledo Farmers Market,http://www.toledofarmersmarket.org,Toledo,-83.5423,41.6458,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7222,Toledo Farmers' Market,http://www.toledofarmersmarket.com,Toledo,-83.542091,41.645352,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N
7223,Toledo Street Market,http://www.toledostreetmarket.weebly.com,Toledo,-123.937362,44.619143,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N
7224,Tolland Farmers Market,,Tolland,-72.3695,41.8728,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7225,Toluca Lake CFM,,Toluca Lake,-118.549,34.1726,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7226,Tomah Area Farmers Market Association,http://www.tomahareafarmersmarket.org,Tomah,-90.504,43.974,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N
7227,Tomahawk Main Street Farmers' Market,http://www.tomahawkmainstreet.org,Tomahawk,-89.730749,45.471147,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N
7228,"Tomahawk, Wisconsin Original Farmers' Market",,Tomahawk,-89.7285,45.4714,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N
7229,Tomball Farmers Market,http://www.tomballfarmersmarket.org/,Tomball,-95.6095,30.0028,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7230,Tompinks Square Greenmarket,http://www.grownyc.org,New York,-73.9835,40.7261,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N
7231,Toms River Farmers Market,http://www.downtowntomsriver.com,Toms River,-74.1975,39.9512,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
7232,Tonasket Farmers Market,http://www.tonasketfarmersmarket.com/,Tonasket,-119.436,48.7106,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7233,Tonopah Farmers Market,http://www.localharvest.org/farmers-markets/M19984,Tonopah,-117.23,38.0667,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
7234,Tonopah Valley Farmers Market,http://www.tonopahrob.com,tonopah,-112.823174,33.436831,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N
7235,Topanga Canyon Certified Farmer's Market,,Topanga,-118.605,34.0906,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
7236,Topeka Farmers Market,http://www.topekafarmersmarket.com/site/,Topeka,-95.6812,39.0442,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7237,Topsfield Farmers Market,,Topsfield,-70.9453,42.6296,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7238,"Torrance Certified Farmers' Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501",,Torrance,-118.328444,33.8249448,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N
7239,Torrington Farmers Market,,Torrington,-73.1154,41.8147,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7240,Tosa Farmer's Market,http://www.tosafarmersmarket.com,Wauwatosa,-88.00868,43.048735,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N
7241,Tower District Farmers Market,,Fresno,-119.799153,36.757911,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
7242,Tower Grove Farmers' Market,http://www.tgmarket.org,St Louis,-90.2592,38.6066,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N
7243,Tower Island Chute Farmer's Market,,Grand Tower,-89.4833,37.6087,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7244,Tower View Market,http://www.towerviewmarket.com,Live Oak,-82.9813627,30.2971641,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
7245,Town & Country Farmers Market,http://www.townandcountryshops.com,Phoenix,-112.03767,33.507818,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N
7246,Town Center Sunday Farmers' Market,http://www.eldoradofarmersmarket.com,El Dorado Hills,-121.064773,38.65112,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N
7247,Town of Babylon Farmers Market,,Copiague,-73.3993,40.6799,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7248,Town of Candor Farmers Market,,Candor,-79.7829,35.2732,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7249,Town of English Farmers Market,,English,-86.44318,38.35216,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N
7250,Town of Frederick Farmers Market,http://www.frederickco.gov,Federick,-104.937,40.0995,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7251,Town of Gate City Farmer's Market,http://www.townofgatecity.com/,Gate City,-82.5791,36.6392,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7252,Town of Geneva Farmers Market,http://www.townofgeneva.com,Geneva,-77.014289,42.849376,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N
7253,Town of Greenwood Farmers Market,http://www.greenwoodla.org,Greenwood/LA,-93.974454,32.443907,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N
7254,Town of Lexington Farmers Market,http://www.lexsc.com/fm_index.htm,Lexington,-81.235951,33.983336,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N
7255,Town Of Mancos Farmers' Market,http://www.mancoscolorado.com,Mancos,-108.289,37.3451,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7256,Town of Orange Park Farmers' and Art's Market,http://www.townoforangepark.com,Orange Park,-81.701868,30.164969,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
7257,Town of Pendleton Farmers Market,http://www.pendletonfm.com,Pendleton,-78.774631,43.107704,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y
7258,"Town of West Point, Virginia",http://www.west-point.va.us,West Point,-76.793882,37.538981,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N
7259,Town Square Farmers Market,,Grand Forks,-97.0305,47.9253,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7260,Towns County Farmers Market,,Hiawassee,-83.771331,34.963227,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N
7261,Townshend Common Farmers Market,http://www.postoilsolutions.org/index.php?ID=33,Townshend,-72.6686,43.0465,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7262,Towson Farmers' Market,http://www.towsonchamber.com,Towson,-76.6032656,39.401715,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
7263,Tracy Kaiser CFM,http://www.stocktonfarmersmarket.org,Tracy,-121.456,37.7553,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7264,Tracy Wednesday CFM,,Tracy,-121.419,37.7378,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7265,Traer Farmers Market,,Traer,-92.4656,42.1933,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N
7266,Transylvania Tailgate Association,,Brevard,-82.7319,35.232,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
7267,Trapper Creek Farmers Market,,Trapper Creek,-150.231389,62.316667,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7268,TRAVELERS REST COMMUNITY FARMERS MARKET,http://www.trfarmersmarket.com,Travelers Rest,-82.4436657,34.9676358,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
7269,Tremont Farmers' Market,http://www.tremontfarmersmarket.com,Cleveland,-81.690903,41.478361,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
7270,Trenton Farmers Market,,Trenton,-85.509544,34.874892,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N
7271,Trenton Farmers' Market,http://www.sites.google.com/site/trentonfarmersmarket/Home,Holland Patent,-75.256605,43.240638,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N
7272,Trenton Farmers' Market,,Trenton,-93.5133,40.0696,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7273,Tri-City Tailgate Farmers' Market,,Forest City,-81.8651,35.334,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7274,Tri-County Farmers Market,,Culpeper,-77.918495,38.678421,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7275,Tri-County Farmers Market Association,,San Antonio,-98.4938,29.4256,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7276,Tri-County Farmers' Market,,Las Vegas,-105.2157,35.596129,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7277,Tri-State Farmers Market,,Tazewell,-83.5532,36.4678,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7278,Tri-Town Farmers Market,http://www.rochesterfarmersmarket.org,Mattapoisett,-70.7764,41.6728,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7279,Tribeca Greenmarket,http://www.grownyc.org,New York,-74.011,40.7163,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N
7280,Trilogy at Vistancia County Club Farmers Market,http://www.azfarmersmarkets.us,Peoria,-112.333,33.7367,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7281,Trinidad CFM,,Trinidad,-124.141,41.0613,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7282,Trinidad Las Animas Farmers Market,,Trinidad,-104.507,37.1682,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7283,Trinity 7th St. Moline Farmers Market,http://www.growersmarkets.com,Moline,-89.2038,40.064,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N
7284,Trinity Episcopal Church Farmers Market,http://www.trinitysc.org,Columbia,-81.0314,34.0005,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7285,Trinity Farmers' Market,http://www.mvgrowers.com,Bettendorf,-90.517945,41.565195,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,Y
7286,Tripoli Farmers Market,,Tripoli,-92.2582,42.8056,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7287,Troostwood Youth Garden Market,,Kansas City,-94.5679,39.0328,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
7288,Trout Creek Farmer's Market,http://www.localharvest.org/trout-creek-farmers-market-M59406,Trout Creek,-115.631,47.8616,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7289,Troutdale Farmers and Artists Market,http://www.windancemarkets.com,Troutdale,-122.384949,45.540233,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
7290,Troutman Depot Farmer's Market,http://www.townoftroutman.org/,Troutman,-80.8873,35.7012,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
7291,Troutville Farmers' Market in the Park,http://www.townoftroutville.com,Troutville,-79.87611,37.41689,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7292,Troy Community Market,http://www.troyhorizons.org,Troy,-116.769,46.7357,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7293,Troy Waterfront Farmers Market,http://www.troymarket.org,Troy,-73.6897,42.7312,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N
7294,Troy Waterfront Farmers Market,http://www.troymarket.org,Troy,-73.69,42.7324,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
7295,Truckee CFM,http://www.foothillfarmersmarket.com,Truckee,-120.19,39.3533,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
